Method	Size	Name	CPUs	Time	Maxmem
mykrobe	r1000	ERR1035005	181.72	41.12	494188
mykrobe	r1000	ERR1035119	177.54	41.01	493944
mykrobe	r1000	ERR126630	101.45	37.15	494456
mykrobe	r1000	ERR176459	170.07	40.45	493536
mykrobe	r1000	ERR176635	92.39	36.91	493468
mykrobe	r1000	ERR181942	188.56	41.57	494604
mykrobe	r1000	ERR245709	132.99	38.57	492844
mykrobe	r1000	ERR245785	172.12	41.03	493944
mykrobe	r1000	SAMEA1016120	83.09	37.14	493996
mykrobe	r1000	SAMEA104302773	108.38	37.43	493492
mykrobe	r1000	SAMEA1101630	110.73	37.38	493572
mykrobe	r1000	SAMEA1102417	155.65	41.75	492972
mykrobe	r1000	SAMEA1117586	84.92	37.46	493772
mykrobe	r1000	SAMEA1118442	102.31	37.12	493288
mykrobe	r1000	SAMEA1119086	85.92	36.25	493804
mykrobe	r1000	SAMEA1119856	178.31	41.56	494988
mykrobe	r1000	SAMEA1403637	168.05	40.58	494276
mykrobe	r1000	SAMEA1403704	93.26	36.44	493844
mykrobe	r1000	SAMEA1403937	126.65	38.23	494248
mykrobe	r1000	SAMEA2533488	100.36	36.57	495652
mykrobe	r1000	SAMEA2533688	81.15	37.22	494268
mykrobe	r1000	SAMEA2534879	86.74	37.12	492644
mykrobe	r1000	SAMEA2709874	173.56	40.41	495040
mykrobe	r1000	SAMEA3220391	179.24	40.99	493984
mykrobe	r1000	SAMEA3305009	88.93	37.2	494176
mykrobe	r1000	SAMEA3443154	94.82	38.09	493420
mykrobe	r1000	SAMEA3445009	183.57	41.24	494776
mykrobe	r1000	SAMEA3450051	120.69	37.98	493448
mykrobe	r1000	SAMN01908851	90.32	37.21	494480
mykrobe	r1000	SAMN02381037	99.71	37.49	487672
mykrobe	r1000	SAMN02398716	90.94	36.54	493564
mykrobe	r1000	SAMN02567713	98.78	36.75	493548
mykrobe	r1000	SAMN03647507	116.76	37.97	496148
mykrobe	r1000	SAMN03647666	91.27	38	492664
mykrobe	r1000	SAMN03648643	173.47	40.62	495224
mykrobe	r1000	SAMN03648823	104.41	37.47	494044
mykrobe	r1000	SAMN03653278	170.1	40.74	493092
mykrobe	r1000	SAMN07236255	168.79	40.75	493652
mykrobe	r1000	SAMN07236287	87.83	37.19	494212
mykrobe	r1000	SAMN07236511	92.56	37.22	494628
mykrobe	r1000	SAMN07236514	126.04	38.59	494864
mykrobe	r1000	SAMN07658827	174.08	40.9	493144
mykrobe	r1000	SAMN07765925	101.39	36.98	493692
mykrobe	r1000	SAMN07766033	127.86	38.09	493892
mykrobe	r1000	SAMN07766169	100.36	37.02	493800
mykrobe	r1000	SAMN07766431	76.33	35.19	494120
mykrobe	r1000	SAMN08214826	118.88	38.12	495400
mykrobe	r1000	SAMN08215206	93.23	38.97	493064
mykrobe	r1000	SAMN09090461	124.27	37.9	494244
mykrobe	r1000	SRS797241	175.14	40.88	493652
mykrobe	r10000	ERR1035005	97.24	37.71	562680
mykrobe	r10000	ERR1035119	95.35	37.23	562892
mykrobe	r10000	ERR126630	122.78	37.79	564164
mykrobe	r10000	ERR176459	175.54	40.87	566316
mykrobe	r10000	ERR176635	88.31	37.48	563628
mykrobe	r10000	ERR181942	167.13	40.31	566012
mykrobe	r10000	ERR245709	91.7	36.37	562772
mykrobe	r10000	ERR245785	125.67	38.87	560996
mykrobe	r10000	SAMEA1016120	177.28	41.47	564200
mykrobe	r10000	SAMEA104302773	127.46	38.47	564708
mykrobe	r10000	SAMEA1101630	166.13	40.74	565968
mykrobe	r10000	SAMEA1102417	88.23	38.15	563588
mykrobe	r10000	SAMEA1117586	122.74	38.22	566840
mykrobe	r10000	SAMEA1118442	105.15	37.49	562048
mykrobe	r10000	SAMEA1119086	130.85	38.78	562336
mykrobe	r10000	SAMEA1119856	180.38	40.91	564396
mykrobe	r10000	SAMEA1403637	76.79	35.63	562924
mykrobe	r10000	SAMEA1403704	102.77	37.31	565124
mykrobe	r10000	SAMEA1403937	92.17	36.91	564676
mykrobe	r10000	SAMEA2533488	96.6	37.65	566824
mykrobe	r10000	SAMEA2533688	121.64	38.17	563584
mykrobe	r10000	SAMEA2534879	104.69	37.58	564360
mykrobe	r10000	SAMEA2709874	109.02	38.44	566452
mykrobe	r10000	SAMEA3220391	177.85	41.1	563820
mykrobe	r10000	SAMEA3305009	102.56	37.67	562660
mykrobe	r10000	SAMEA3443154	120.33	39.95	565116
mykrobe	r10000	SAMEA3445009	169.63	41.08	564440
mykrobe	r10000	SAMEA3450051	132.01	38.78	564804
mykrobe	r10000	SAMN01908851	174.22	40.63	565728
mykrobe	r10000	SAMN02381037	102.8	37.17	525416
mykrobe	r10000	SAMN02398716	183.79	41.01	560196
mykrobe	r10000	SAMN02567713	169.23	40.67	561948
mykrobe	r10000	SAMN03647507	173.84	41.3	567124
mykrobe	r10000	SAMN03647666	183.38	42.55	561984
mykrobe	r10000	SAMN03648643	93.3	37.08	565456
mykrobe	r10000	SAMN03648823	104.19	39.21	564172
mykrobe	r10000	SAMN03653278	119.25	38	559056
mykrobe	r10000	SAMN07236255	179.46	41.01	563036
mykrobe	r10000	SAMN07236287	89.55	36.7	565948
mykrobe	r10000	SAMN07236511	117.16	38.08	563964
mykrobe	r10000	SAMN07236514	122.15	37.96	564484
mykrobe	r10000	SAMN07658827	103.62	37.21	562440
mykrobe	r10000	SAMN07765925	103.25	37.69	564852
mykrobe	r10000	SAMN07766033	167.66	40.55	563212
mykrobe	r10000	SAMN07766169	85.98	36.39	566224
mykrobe	r10000	SAMN07766431	172.54	42.26	565780
mykrobe	r10000	SAMN08214826	106.41	38.2	566552
mykrobe	r10000	SAMN08215206	92.78	36.78	562692
mykrobe	r10000	SAMN09090461	123.51	38.02	562764
mykrobe	r10000	SRS797241	83.32	36.42	560848
mykrobe	r100000	ERR1035005	344.01	60.35	1059392
mykrobe	r100000	ERR1035119	130.29	47.03	668896
mykrobe	r100000	ERR126630	181.04	48.88	669108
mykrobe	r100000	ERR176459	111.87	45.37	669016
mykrobe	r100000	ERR176635	102.39	45.22	668900
mykrobe	r100000	ERR181942	114.99	46.07	669192
mykrobe	r100000	ERR245709	159.82	48.15	668312
mykrobe	r100000	ERR245785	107.05	45.32	668824
mykrobe	r100000	SAMEA1016120	177.74	48.89	669264
mykrobe	r100000	SAMEA104302773	163.75	50.07	668676
mykrobe	r100000	SAMEA1101630	135.09	47.92	669004
mykrobe	r100000	SAMEA1102417	112.92	46.38	668644
mykrobe	r100000	SAMEA1117586	158.75	52.27	668916
mykrobe	r100000	SAMEA1118442	164.42	48.55	668492
mykrobe	r100000	SAMEA1119086	93.77	44.82	668900
mykrobe	r100000	SAMEA1119856	102.84	44.64	668612
mykrobe	r100000	SAMEA1403637	150.52	54.13	668748
mykrobe	r100000	SAMEA1403704	137.16	46.62	668928
mykrobe	r100000	SAMEA1403937	116.29	45.41	669180
mykrobe	r100000	SAMEA2533488	117.2	45.53	669044
mykrobe	r100000	SAMEA2533688	129.95	46.04	668608
mykrobe	r100000	SAMEA2534879	183.69	48.81	668700
mykrobe	r100000	SAMEA2709874	190.66	49.47	668716
mykrobe	r100000	SAMEA3220391	94.93	44.08	668460
mykrobe	r100000	SAMEA3305009	100.27	44.84	668900
mykrobe	r100000	SAMEA3443154	132.28	45.74	668772
mykrobe	r100000	SAMEA3445009	116.12	45.08	669124
mykrobe	r100000	SAMEA3450051	114.03	45.13	668968
mykrobe	r100000	SAMN01908851	113.21	44.89	669028
mykrobe	r100000	SAMN02381037	189.27	48.66	652176
mykrobe	r100000	SAMN02398716	138.43	46.81	668276
mykrobe	r100000	SAMN02567713	132.76	46.66	666832
mykrobe	r100000	SAMN03647507	187.78	50.03	669508
mykrobe	r100000	SAMN03647666	185.15	49.49	669380
mykrobe	r100000	SAMN03648643	139.04	46.62	668692
mykrobe	r100000	SAMN03648823	105.12	44.42	668980
mykrobe	r100000	SAMN03653278	185.16	49.04	667892
mykrobe	r100000	SAMN07236255	134.89	46.36	668640
mykrobe	r100000	SAMN07236287	103.48	44.46	668612
mykrobe	r100000	SAMN07236511	115.03	45.27	669040
mykrobe	r100000	SAMN07236514	120.99	44.77	668852
mykrobe	r100000	SAMN07658827	90.03	44.68	668628
mykrobe	r100000	SAMN07765925	177.36	49.81	669124
mykrobe	r100000	SAMN07766033	191.7	50.74	669020
mykrobe	r100000	SAMN07766169	152.18	49.6	669196
mykrobe	r100000	SAMN07766431	120.74	49.16	668744
mykrobe	r100000	SAMN08214826	111.5	45.44	668920
mykrobe	r100000	SAMN08215206	182.61	51.37	668096
mykrobe	r100000	SAMN09090461	114.72	45.6	668508
mykrobe	r100000	SRS797241	177.32	49.94	668228
mykrobe	r1000000	ERR1035005	130.69	53.25	671964
mykrobe	r1000000	ERR1035119	130.19	53.31	672116
mykrobe	r1000000	ERR126630	177.47	56.09	671788
mykrobe	r1000000	ERR176459	168.41	55.24	671956
mykrobe	r1000000	ERR176635	212.97	58.66	671916
mykrobe	r1000000	ERR181942	211.73	57.08	671848
mykrobe	r1000000	ERR245709	164.92	54.69	672060
mykrobe	r1000000	ERR245785	161.18	57.38	671836
mykrobe	r1000000	SAMEA1016120	157.7	56.8	671872
mykrobe	r1000000	SAMEA104302773	123.92	52.65	671788
mykrobe	r1000000	SAMEA1101630	195.34	57.51	672040
mykrobe	r1000000	SAMEA1102417	129.18	55.33	671832
mykrobe	r1000000	SAMEA1117586	160.58	58.4	671916
mykrobe	r1000000	SAMEA1118442	168.41	59.27	672064
mykrobe	r1000000	SAMEA1119086	128.37	55.07	671788
mykrobe	r1000000	SAMEA1119856	118.08	55.88	672012
mykrobe	r1000000	SAMEA1403637	213.29	60.5	671896
mykrobe	r1000000	SAMEA1403704	178.01	58.1	671888
mykrobe	r1000000	SAMEA1403937	123.41	53.38	672016
mykrobe	r1000000	SAMEA2533488	180.64	55.63	671860
mykrobe	r1000000	SAMEA2533688	124.37	54.13	672148
mykrobe	r1000000	SAMEA2534879	149.78	57.01	671964
mykrobe	r1000000	SAMEA2709874	119.94	52.03	671824
mykrobe	r1000000	SAMEA3220391	148.91	55.32	671992
mykrobe	r1000000	SAMEA3305009	191.92	56.16	672004
mykrobe	r1000000	SAMEA3443154	130.24	55.28	672036
mykrobe	r1000000	SAMEA3445009	123.44	53.22	671908
mykrobe	r1000000	SAMEA3450051	162.82	55.47	672120
mykrobe	r1000000	SAMN01908851	120.42	52.71	671788
mykrobe	r1000000	SAMN02381037	161.22	52.96	671928
mykrobe	r1000000	SAMN02398716	188.53	59.52	671956
mykrobe	r1000000	SAMN02567713	155.32	54.05	671868
mykrobe	r1000000	SAMN03647507	150.78	57.55	671952
mykrobe	r1000000	SAMN03647666	172.89	60.57	671976
mykrobe	r1000000	SAMN03648643	121.74	50.11	672056
mykrobe	r1000000	SAMN03648823	129.24	51.42	671956
mykrobe	r1000000	SAMN03653278	149.19	53.73	672152
mykrobe	r1000000	SAMN07236255	143.98	53.88	672004
mykrobe	r1000000	SAMN07236287	141.21	52.69	672032
mykrobe	r1000000	SAMN07236511	140.37	53.06	671876
mykrobe	r1000000	SAMN07236514	206.1	57.14	671864
mykrobe	r1000000	SAMN07658827	128.19	52.85	671792
mykrobe	r1000000	SAMN07765925	139.07	52.91	671940
mykrobe	r1000000	SAMN07766033	228.43	59.01	672132
mykrobe	r1000000	SAMN07766169	122.11	52.83	672076
mykrobe	r1000000	SAMN07766431	209.46	58.34	671872
mykrobe	r1000000	SAMN08214826	124.95	53.47	672092
mykrobe	r1000000	SAMN08215206	146.73	55.21	672196
mykrobe	r1000000	SAMN09090461	211.75	58.33	671924
mykrobe	r1000000	SRS797241	208.04	57.62	672004
mykrobe	r500	ERR1035005	122.52	38.01	488976
mykrobe	r500	ERR1035119	118.94	37.7	489468
mykrobe	r500	ERR126630	120.95	39.8	489188
mykrobe	r500	ERR176459	95.77	36.66	488964
mykrobe	r500	ERR176635	92.67	37.68	488260
mykrobe	r500	ERR181942	74.92	35.98	488908
mykrobe	r500	ERR245709	174.44	40.71	488424
mykrobe	r500	ERR245785	102.67	37.55	489136
mykrobe	r500	SAMEA1016120	97.35	36.73	488992
mykrobe	r500	SAMEA104302773	104.09	37.05	488576
mykrobe	r500	SAMEA1101630	79.68	35.03	488952
mykrobe	r500	SAMEA1102417	157.95	40.13	488804
mykrobe	r500	SAMEA1117586	100.78	37.33	488396
mykrobe	r500	SAMEA1118442	94.48	36.8	488792
mykrobe	r500	SAMEA1119086	175.73	40.81	488872
mykrobe	r500	SAMEA1119856	169.92	41.18	489128
mykrobe	r500	SAMEA1403637	73.45	35.74	489076
mykrobe	r500	SAMEA1403704	92.54	37.39	489272
mykrobe	r500	SAMEA1403937	164.18	40.97	489100
mykrobe	r500	SAMEA2533488	111.83	37.64	489516
mykrobe	r500	SAMEA2533688	119.84	37.95	488412
mykrobe	r500	SAMEA2534879	87.5	36.77	488608
mykrobe	r500	SAMEA2709874	73.5	34.94	489524
mykrobe	r500	SAMEA3220391	71.41	34.84	488116
mykrobe	r500	SAMEA3305009	99.33	36.53	488764
mykrobe	r500	SAMEA3443154	95.44	37.43	488400
mykrobe	r500	SAMEA3445009	114.4	38.06	488884
mykrobe	r500	SAMEA3450051	120.7	38.34	489028
mykrobe	r500	SAMN01908851	82.4	35.73	489448
mykrobe	r500	SAMN02381037	74.58	34.91	485296
mykrobe	r500	SAMN02398716	144.97	39.78	488500
