mean_fpr	mean_tpr	tprs_lower	tprs_upper
0.7272727272727273	0.9957801451619371	0.9938936659670787	0.9976666243567955
0.7373737373737375	0.995991115626072	0.9944413511938095	0.9975408800583345
0.7474747474747475	0.9964130565543421	0.9944569331003681	0.9983691800083161
0.7575757575757577	0.9964130565543421	0.9944569331003681	0.9983691800083161
0.7676767676767677	0.9966240270184773	0.9948095010406025	0.9984385529963521
0.7777777777777778	0.9970459679467474	0.9958161146827459	0.9982758212107489
0.787878787878788	0.9972569384108823	0.9961814577020272	0.9983324191197374
0.797979797979798	0.9972569384108823	0.9961814577020272	0.9983324191197374
0.8080808080808082	0.9972569384108823	0.9961814577020272	0.9983324191197374
0.8181818181818182	0.9976788793391522	0.9968896187292406	0.9984681399490638
0.8282828282828284	0.9978898498032873	0.9972227020224683	0.9985569975841063
0.8383838383838385	0.9981008202674223	0.9976786556797661	0.9985229848550785
0.8484848484848485	0.9983117907315574	0.9974676856563669	0.9991558958067479
0.8585858585858587	0.9985227611956924	0.9976785447684621	0.9993669776229227
0.8686868686868687	0.9987339544375086	0.9979446346583184	0.9995232742166987
0.8787878787878789	0.9987339544375086	0.9979446346583184	0.9995232742166987
0.888888888888889	0.9987339544375086	0.9979446346583184	0.9995232742166987
0.8989898989898991	0.9989449249016437	0.9982777775671717	0.9996120722361156
0.9090909090909092	0.9989449249016437	0.9982777775671717	0.9996120722361156
0.9191919191919192	0.9991558953657786	0.9983664565069276	0.9999453342246297
0.9292929292929294	0.9993668658299135	0.9988499137847614	0.9998838178750656
0.9393939393939394	0.9997890295358649	0.9993670886075948	1.0
0.9494949494949496	0.9997890295358649	0.9993670886075948	1.0
0.9595959595959597	1.0	1.0	1.0
0.9696969696969697	1.0	1.0	1.0
0.9797979797979799	1.0	1.0	1.0
0.98989898989899	1.0	1.0	1.0
1.0	1.0	1.0	1.0
